id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
3679,26,"cx, problem, customer journey, relationship, client, customer, customer loyalty, written, customer experience","problem, relationship, client, customer, interpersonal, written",,None,Senior,"analysis, customer"
3680,26,"crm, email, customer experience, knowledge","time, communication, customer",,None,Mid-Level,"crm, analysis, customer"
3681,26,"service, support, customer, customer complaints, written, customer satisfaction","communication skills, service, customer, empathy, written, communication",,Bachelor,Senior,"service, support, customer"
3682,26,"crm, user, support, customer","customer, user, communication",,None,Mid-Level,"crm, support, analysis, customer"
3683,26,"customer inquiries, service, knowledge, client, customer, customer satisfaction","service, time, client, responsibility, customer",,None,None,"service, tracking, customer"
3684,26,"problem, escalation, support, customer service, product knowledge, customer support, written communication, knowledge, troubleshooting, product, first","problem, communication skills, service, time, written communication, customer, stress, communication",,None,None,"track, service, support, customer"
3685,26,"customer relations, customer service, written communication, feedback, customer, customer complaints, social, csat, nps, customer experience, customer satisfaction, verbal","service, written communication, feedback, customer, communication, verbal",customer satisfaction metrics,None,Junior,"service, feedback, tracking, customer, nps, complaint"
3686,26,"support, customer service, user, knowledge, customer","user, service, customer",,None,None,"service, support, customer"
3688,26,"problem, service, support, customer inquiries, customer service, knowledge, client, customer, problem solving, written, product, customer satisfaction, multitasking","problem, service, time, service orientation, patience, empathy, client, customer, problem solving, attention to detail, written, multitasking",,None,Senior,"service, support, track, customer, tracking, resolution"
3689,26,"problem, service, support, customer inquiries, customer service, knowledge, client, customer, problem solving, written, product, customer satisfaction, multitasking","problem, service, time, service orientation, patience, empathy, client, customer, problem solving, attention to detail, written, multitasking",,None,Senior,"service, support, track, customer, tracking, resolution"
3690,26,"service, support, customer support, knowledge, customer, written, phone","service, time, customer, responsibility, written",,None,None,"service, support, customer"
3691,26,"customer onboarding, customer feedback, support, customer journey, feedback, live, user, knowledge, customer, social, active, customer experience, product, customer satisfaction, soft","accountability, feedback, user, customer, responsibility, active, communication",ticket,Master,None,"support, ticket, feedback, creation, customer"
3692,26,"support, email, customer, first, phone","communication skills, communication, customer",ticket,None,None,"ticket, support, customer"
3693,26,"support, customer support, customer service, teamwork, email, user, knowledge, customer, troubleshooting, customer experience, product, issue resolution","service, teamwork, user, customer, time management",,None,Senior,"service, support, tracking, customer, resolution, complaint"
3695,26,"knowledge, customer, crm, written, positive","accountability, communication skills, collaboration, attention, trust, customer, time management, written, positive, communication",,Bachelor,None,"crm, analysis, customer"
3696,26,"service, support, teamwork, customer, crm","customer, service, communication, teamwork",,None,Senior,"crm, service, support, customer"
3697,26,"problem, empathetic, service, teamwork, customer service, professionalism, knowledge, client, customer, product, positive, verbal","problem, service, teamwork, attention, time, trust, professionalism, customer, client, interpersonal, positive, stress, verbal",,None,None,"resolution, service, customer"
